,hallmark,CellType,Condition1,Condition2,Statistic,p-value,mean1,mean2,p_adj
169,hallmark_ifna,pDC,IFNb_MOM1000_2h,IFNb_DEU1000_2h,4.925278997756536,8.424007231091824e-07,33.55979,24.787481,0.0003538083037058566
170,hallmark_ifna,pDC,IFNb_MOM1000_2h,IFNb_RUX1000_2h,1.0335603095999029,0.30134176246306776,33.55979,31.913439,1.0
171,hallmark_ifna,pDC,IFNb_MOM1000_2h,IFNb_BAR1000_2h,2.905745077505173,0.003663798060533978,33.55979,28.47568,1.0
172,hallmark_ifna,pDC,IFNb_MOM1000_2h,IFNb_BMS1000_2h,1.0390866762676785,0.29876442692535055,33.55979,30.832842,1.0
173,hallmark_ifna,pDC,IFNb_MOM1000_2h,IFNb_ABR1000_2h,1.3730460934047573,0.16973801774387554,33.55979,31.492191,1.0
174,hallmark_ifna,pDC,IFNb_Ctrl_2h,IFNb_DEU1000_2h,4.320550604622739,1.5564035728611932e-05,32.962807,24.787481,0.006536895006017012
175,hallmark_ifna,pDC,IFNb_Ctrl_2h,IFNb_RUX1000_2h,0.5515528318445926,0.5812547604118179,32.962807,31.913439,1.0
176,hallmark_ifna,pDC,IFNb_Ctrl_2h,IFNb_BAR1000_2h,2.4326314254678847,0.014989550525400817,32.962807,28.47568,1.0
177,hallmark_ifna,pDC,IFNb_Ctrl_2h,IFNb_BMS1000_2h,0.8165515694169238,0.4141847415192481,32.962807,30.832842,1.0
178,hallmark_ifna,pDC,IFNb_Ctrl_2h,IFNb_ABR1000_2h,0.8634629012402222,0.3878830083602537,32.962807,31.492191,1.0
179,hallmark_ifna,pDC,IFNb_DEU1000_2h,IFNb_RUX1000_2h,-3.4570262224967725,0.000546171699403028,24.787481,31.913439,0.22939211374927176
180,hallmark_ifna,pDC,IFNb_DEU1000_2h,IFNb_BAR1000_2h,-2.3338245097061736,0.01960491286893709,24.787481,28.47568,1.0
181,hallmark_ifna,pDC,IFNb_DEU1000_2h,IFNb_BMS1000_2h,-2.4484320068096443,0.014347950763160828,24.787481,30.832842,1.0
182,hallmark_ifna,pDC,IFNb_DEU1000_2h,IFNb_ABR1000_2h,-3.4610387539289915,0.000538095343837794,24.787481,31.492191,0.2260000444118735
183,hallmark_ifna,pDC,IFNb_RUX1000_2h,IFNb_BAR1000_2h,1.5056191048498584,0.13216498119998674,31.913439,28.47568,1.0
184,hallmark_ifna,pDC,IFNb_RUX1000_2h,IFNb_BMS1000_2h,0.42599897728156577,0.6701085912376608,31.913439,30.832842,1.0
185,hallmark_ifna,pDC,IFNb_RUX1000_2h,IFNb_ABR1000_2h,0.30806632821404095,0.7580318622029509,31.913439,31.492191,1.0
186,hallmark_ifna,pDC,IFNb_BAR1000_2h,IFNb_BMS1000_2h,-0.9351780086409106,0.34969656983572195,28.47568,30.832842,1.0
187,hallmark_ifna,pDC,IFNb_BAR1000_2h,IFNb_ABR1000_2h,-1.5013681582089402,0.1332603649336475,28.47568,31.492191,1.0
188,hallmark_ifna,pDC,IFNb_BMS1000_2h,IFNb_ABR1000_2h,-0.20296592932779567,0.8391616623760623,30.832842,31.492191,1.0
189,hallmark_ifna,Plasmablast,IFNb_MOM1000_2h,IFNb_Ctrl_2h,0.7041787902195303,0.4813214378078352,34.23047,30.6917,1.0
190,hallmark_ifna,Plasmablast,IFNb_MOM1000_2h,IFNb_DEU1000_2h,2.811740093419229,0.004927430103394074,34.23047,22.814766,1.0
191,hallmark_ifna,Plasmablast,IFNb_MOM1000_2h,IFNb_RUX1000_2h,0.8535639569308374,0.39334663634854683,34.23047,30.985876,1.0
192,hallmark_ifna,Plasmablast,IFNb_MOM1000_2h,IFNb_BAR1000_2h,2.727636339397171,0.006378989024270515,34.23047,22.938595,1.0
193,hallmark_ifna,Plasmablast,IFNb_MOM1000_2h,IFNb_BMS1000_2h,2.857738033247041,0.004266724822176128,34.23047,18.573997,1.0
194,hallmark_ifna,Plasmablast,IFNb_MOM1000_2h,IFNb_ABR1000_2h,1.243932643294094,0.2135243540361822,34.23047,28.915127,1.0
195,hallmark_ifna,Plasmablast,IFNb_Ctrl_2h,IFNb_DEU1000_2h,2.6577814664560386,0.007865687855852852,30.6917,22.814766,1.0
196,hallmark_ifna,Plasmablast,IFNb_Ctrl_2h,IFNb_RUX1000_2h,0.02352018996863751,0.9812353336729821,30.6917,30.985876,1.0
197,hallmark_ifna,Plasmablast,IFNb_Ctrl_2h,IFNb_BAR1000_2h,2.6010268951110267,0.009294516690716534,30.6917,22.938595,1.0
198,hallmark_ifna,Plasmablast,IFNb_Ctrl_2h,IFNb_BMS1000_2h,2.7730406938511902,0.0055535175539734435,30.6917,18.573997,1.0
199,hallmark_ifna,Plasmablast,IFNb_Ctrl_2h,IFNb_ABR1000_2h,0.24771684715343112,0.8043534959231337,30.6917,28.915127,1.0
200,hallmark_ifna,Plasmablast,IFNb_DEU1000_2h,IFNb_RUX1000_2h,-1.8427289612734068,0.06536859332115948,22.814766,30.985876,1.0
201,hallmark_ifna,Plasmablast,IFNb_DEU1000_2h,IFNb_BAR1000_2h,0.15238049166965587,0.8788868427825751,22.814766,22.938595,1.0
202,hallmark_ifna,Plasmablast,IFNb_DEU1000_2h,IFNb_BMS1000_2h,1.4821621529998126,0.13829715426597797,22.814766,18.573997,1.0
203,hallmark_ifna,Plasmablast,IFNb_DEU1000_2h,IFNb_ABR1000_2h,-2.0389310481241205,0.04145690967579192,22.814766,28.915127,1.0
204,hallmark_ifna,Plasmablast,IFNb_RUX1000_2h,IFNb_BAR1000_2h,1.8895180967037328,0.05882244023604775,30.985876,22.938595,1.0
205,hallmark_ifna,Plasmablast,IFNb_RUX1000_2h,IFNb_BMS1000_2h,2.4523046531451445,0.014194442766961288,30.985876,18.573997,1.0
206,hallmark_ifna,Plasmablast,IFNb_RUX1000_2h,IFNb_ABR1000_2h,0.4660413824283704,0.6411858797379664,30.985876,28.915127,1.0
207,hallmark_ifna,Plasmablast,IFNb_BAR1000_2h,IFNb_BMS1000_2h,1.5556349186104046,0.11979493042591827,22.938595,18.573997,1.0
208,hallmark_ifna,Plasmablast,IFNb_BAR1000_2h,IFNb_ABR1000_2h,-1.7290619342330664,0.08379801102304953,22.938595,28.915127,1.0
209,hallmark_ifna,Plasmablast,IFNb_BMS1000_2h,IFNb_ABR1000_2h,-2.2131760318935654,0.026885511853408074,18.573997,28.915127,1.0
210,hallmark_ifnb,B,IFNb_MOM1000_2h,IFNb_Ctrl_2h,-2.5951665555634307,0.009454509104889732,8.111334,8.858472,1.0
211,hallmark_ifnb,B,IFNb_MOM1000_2h,IFNb_DEU1000_2h,8.997951263176873,2.299688608848001e-19,8.111334,5.2595997,9.658692157161603e-17
212,hallmark_ifnb,B,IFNb_MOM1000_2h,IFNb_RUX1000_2h,0.9477793604977167,0.34324178986376064,8.111334,7.881655,1.0
213,hallmark_ifnb,B,IFNb_MOM1000_2h,IFNb_BAR1000_2h,3.268361837252806,0.00108171976412595,8.111334,7.082022,0.45432230093289905
214,hallmark_ifnb,B,IFNb_MOM1000_2h,IFNb_BMS1000_2h,0.6953787041823887,0.48681800280737586,8.111334,7.891213,1.0
215,hallmark_ifnb,B,IFNb_MOM1000_2h,IFNb_ABR1000_2h,1.9011438713674924,0.05728317056651427,8.111334,7.4519663,1.0
216,hallmark_ifnb,B,IFNb_Ctrl_2h,IFNb_DEU1000_2h,12.14649226955351,5.987999567146633e-34,8.858472,5.2595997,2.514959818201586e-31
217,hallmark_ifnb,B,IFNb_Ctrl_2h,IFNb_RUX1000_2h,3.019094671849993,0.002535312922047455,8.858472,7.881655,1.0
218,hallmark_ifnb,B,IFNb_Ctrl_2h,IFNb_BAR1000_2h,6.060457788925076,1.3573467005062387e-09,8.858472,7.082022,5.700856142126203e-07
219,hallmark_ifnb,B,IFNb_Ctrl_2h,IFNb_BMS1000_2h,2.17038135609503,0.02997796799390026,8.858472,7.891213,1.0
220,hallmark_ifnb,B,IFNb_Ctrl_2h,IFNb_ABR1000_2h,4.18974018024963,2.792740421657421e-05,8.858472,7.4519663,0.011729509770961167
221,hallmark_ifnb,B,IFNb_DEU1000_2h,IFNb_RUX1000_2h,-6.541819010275469,6.077502791323928e-11,5.2595997,7.881655,2.5525511723560497e-08
222,hallmark_ifnb,B,IFNb_DEU1000_2h,IFNb_BAR1000_2h,-6.2396516359587055,4.3854645157697797e-10,5.2595997,7.082022,1.8418950966233075e-07
223,hallmark_ifnb,B,IFNb_DEU1000_2h,IFNb_BMS1000_2h,-5.100420794454436,3.388991809334016e-07,5.2595997,7.891213,0.00014233765599202869
224,hallmark_ifnb,B,IFNb_DEU1000_2h,IFNb_ABR1000_2h,-6.409802658546161,1.457081165686574e-10,5.2595997,7.4519663,6.119740895883611e-08
225,hallmark_ifnb,B,IFNb_RUX1000_2h,IFNb_BAR1000_2h,1.5740993305838336,0.11546448731651018,7.881655,7.082022,1.0
226,hallmark_ifnb,B,IFNb_RUX1000_2h,IFNb_BMS1000_2h,-0.020345081117730437,0.9837680936870071,7.881655,7.891213,1.0
227,hallmark_ifnb,B,IFNb_RUX1000_2h,IFNb_ABR1000_2h,0.5920314274082233,0.553829543715564,7.881655,7.4519663,1.0
228,hallmark_ifnb,B,IFNb_BAR1000_2h,IFNb_BMS1000_2h,-1.1888728701241174,0.2344896974362417,7.082022,7.891213,1.0
229,hallmark_ifnb,B,IFNb_BAR1000_2h,IFNb_ABR1000_2h,-0.9357951998606806,0.3493786434239471,7.082022,7.4519663,1.0
230,hallmark_ifnb,B,IFNb_BMS1000_2h,IFNb_ABR1000_2h,0.4644369948693473,0.642334690069488,7.891213,7.4519663,1.0
231,hallmark_ifnb,CD4T,IFNb_MOM1000_2h,IFNb_Ctrl_2h,-4.082619962179574,4.453081208919408e-05,9.636508,10.161163,0.018702941077461514
232,hallmark_ifnb,CD4T,IFNb_MOM1000_2h,IFNb_DEU1000_2h,24.06724298441611,5.509298916664031e-128,9.636508,5.5317893,2.313905544998893e-125
233,hallmark_ifnb,CD4T,IFNb_MOM1000_2h,IFNb_RUX1000_2h,0.8309266047263596,0.4060150930510178,9.636508,9.366717,1.0
234,hallmark_ifnb,CD4T,IFNb_MOM1000_2h,IFNb_BAR1000_2h,12.112695476562935,9.047137668414264e-34,9.636508,7.564953,3.799797820733991e-31
235,hallmark_ifnb,CD4T,IFNb_MOM1000_2h,IFNb_BMS1000_2h,3.1145407139397427,0.0018423152919759412,9.636508,8.594272,0.7737724226298953
236,hallmark_ifnb,CD4T,IFNb_MOM1000_2h,IFNb_ABR1000_2h,4.687577615725177,2.764578656063464e-06,9.636508,8.829193,0.001161123035546655
237,hallmark_ifnb,CD4T,IFNb_Ctrl_2h,IFNb_DEU1000_2h,29.5326514417955,1.096991080622735e-191,10.161163,5.5317893,4.607362538615487e-189
238,hallmark_ifnb,CD4T,IFNb_Ctrl_2h,IFNb_RUX1000_2h,3.7083882423508374,0.0002085826816265137,10.161163,9.366717,0.08760472628313576
239,hallmark_ifnb,CD4T,IFNb_Ctrl_2h,IFNb_BAR1000_2h,16.948268054428663,1.9820711953461113e-64,10.161163,7.564953,8.324699020453668e-62
240,hallmark_ifnb,CD4T,IFNb_Ctrl_2h,IFNb_BMS1000_2h,5.171164252497205,2.3263996309814544e-07,10.161163,8.594272,9.770878450122109e-05
241,hallmark_ifnb,CD4T,IFNb_Ctrl_2h,IFNb_ABR1000_2h,8.872127158713514,7.176177178560982e-19,10.161163,8.829193,3.0139944149956125e-16
242,hallmark_ifnb,CD4T,IFNb_DEU1000_2h,IFNb_RUX1000_2h,-17.587283904751413,3.0830491851148817e-69,5.5317893,9.366717,1.2948806577482503e-66
243,hallmark_ifnb,CD4T,IFNb_DEU1000_2h,IFNb_BAR1000_2h,-12.306052310019027,8.403399019644841e-35,5.5317893,7.564953,3.5294275882508334e-32
244,hallmark_ifnb,CD4T,IFNb_DEU1000_2h,IFNb_BMS1000_2h,-10.655295077355158,1.6472145178923532e-26,5.5317893,8.594272,6.918300975147884e-24
245,hallmark_ifnb,CD4T,IFNb_DEU1000_2h,IFNb_ABR1000_2h,-18.855924603628853,2.6270575798162426e-79,5.5317893,8.829193,1.103364183522822e-76
246,hallmark_ifnb,CD4T,IFNb_RUX1000_2h,IFNb_BAR1000_2h,8.358928000320079,6.329072078842097e-17,9.366717,7.564953,2.658210273113681e-14
247,hallmark_ifnb,CD4T,IFNb_RUX1000_2h,IFNb_BMS1000_2h,2.2295336826229253,0.025778416781994162,9.366717,8.594272,1.0
248,hallmark_ifnb,CD4T,IFNb_RUX1000_2h,IFNb_ABR1000_2h,2.702687803176824,0.00687813160524427,9.366717,8.829193,1.0
249,hallmark_ifnb,CD4T,IFNb_BAR1000_2h,IFNb_BMS1000_2h,-3.654893873314451,0.0002572883857359526,7.564953,8.594272,0.10806112200910009
250,hallmark_ifnb,CD4T,IFNb_BAR1000_2h,IFNb_ABR1000_2h,-7.080533054212575,1.436010062380786e-12,7.564953,8.829193,6.031242261999301e-10
251,hallmark_ifnb,CD4T,IFNb_BMS1000_2h,IFNb_ABR1000_2h,-0.5206986239072597,0.6025767331681102,8.594272,8.829193,1.0
252,hallmark_ifnb,CD8T,IFNb_MOM1000_2h,IFNb_Ctrl_2h,-3.311616760645633,0.0009275852232589204,8.585511,9.324191,0.3895857937687466
253,hallmark_ifnb,CD8T,IFNb_MOM1000_2h,IFNb_DEU1000_2h,16.194830434621252,5.484870586327545e-59,8.585511,4.8195605,2.3036456462575687e-56
254,hallmark_ifnb,CD8T,IFNb_MOM1000_2h,IFNb_RUX1000_2h,-0.35183221112029306,0.7249641001390184,8.585511,8.760093,1.0
255,hallmark_ifnb,CD8T,IFNb_MOM1000_2h,IFNb_BAR1000_2h,7.8867761862583805,3.1009282243709556e-15,8.585511,6.641456,1.3023898542358013e-12
256,hallmark_ifnb,CD8T,IFNb_MOM1000_2h,IFNb_BMS1000_2h,2.9848390622560856,0.002837275590996196,8.585511,7.076066,1.0
257,hallmark_ifnb,CD8T,IFNb_MOM1000_2h,IFNb_ABR1000_2h,2.736711683930993,0.0062056654808264064,8.585511,7.992635,1.0
258,hallmark_ifnb,CD8T,IFNb_Ctrl_2h,IFNb_DEU1000_2h,20.68271389037111,4.9572100876326575e-95,9.324191,4.8195605,2.082028236805716e-92
259,hallmark_ifnb,CD8T,IFNb_Ctrl_2h,IFNb_RUX1000_2h,2.039309431909078,0.04141915490016982,9.324191,8.760093,1.0
260,hallmark_ifnb,CD8T,IFNb_Ctrl_2h,IFNb_BAR1000_2h,11.673341548828418,1.7443444160794172e-31,9.324191,6.641456,7.326246547533552e-29
261,hallmark_ifnb,CD8T,IFNb_Ctrl_2h,IFNb_BMS1000_2h,4.4337253082127015,9.261861926016911e-06,9.324191,7.076066,0.0038899820089271027
262,hallmark_ifnb,CD8T,IFNb_Ctrl_2h,IFNb_ABR1000_2h,6.1747352574753585,6.627442874243947e-10,9.324191,7.992635,2.783526007182458e-07
263,hallmark_ifnb,CD8T,IFNb_DEU1000_2h,IFNb_RUX1000_2h,-12.469651795877045,1.0930262040895906e-35,4.8195605,8.760093,4.5907100571762806e-33
264,hallmark_ifnb,CD8T,IFNb_DEU1000_2h,IFNb_BAR1000_2h,-8.772500753066783,1.7474134887504987e-18,4.8195605,6.641456,7.339136652752095e-16
265,hallmark_ifnb,CD8T,IFNb_DEU1000_2h,IFNb_BMS1000_2h,-5.3864867382810875,7.184822793257769e-08,4.8195605,7.076066,3.017625573168263e-05
266,hallmark_ifnb,CD8T,IFNb_DEU1000_2h,IFNb_ABR1000_2h,-13.088695888855067,3.821121178773103e-39,4.8195605,7.992635,1.604870895084703e-36
267,hallmark_ifnb,CD8T,IFNb_RUX1000_2h,IFNb_BAR1000_2h,6.3026545290817255,2.92590580570668e-10,8.760093,6.641456,1.2288804383968055e-07
268,hallmark_ifnb,CD8T,IFNb_RUX1000_2h,IFNb_BMS1000_2h,2.848120830760005,0.004397822370209212,8.760093,7.076066,1.0
269,hallmark_ifnb,CD8T,IFNb_RUX1000_2h,IFNb_ABR1000_2h,2.4094564004678,0.015976304841199326,8.760093,7.992635,1.0
270,hallmark_ifnb,CD8T,IFNb_BAR1000_2h,IFNb_BMS1000_2h,-1.0142206093706203,0.3104774966199859,6.641456,7.076066,1.0
271,hallmark_ifnb,CD8T,IFNb_BAR1000_2h,IFNb_ABR1000_2h,-4.852313762247365,1.2202935925616633e-06,6.641456,7.992635,0.0005125233088758986
272,hallmark_ifnb,CD8T,IFNb_BMS1000_2h,IFNb_ABR1000_2h,-1.4281284738372717,0.15325488321845154,7.076066,7.992635,1.0
273,hallmark_ifnb,Monocyte,IFNb_MOM1000_2h,IFNb_Ctrl_2h,0.2016012165619165,0.8402284940778053,9.423171,9.376615,1.0
274,hallmark_ifnb,Monocyte,IFNb_MOM1000_2h,IFNb_DEU1000_2h,1.9996391919611105,0.04553923870573692,9.423171,9.019725,1.0
275,hallmark_ifnb,Monocyte,IFNb_MOM1000_2h,IFNb_RUX1000_2h,1.1246649136726647,0.26073105497236226,9.423171,9.2969265,1.0
276,hallmark_ifnb,Monocyte,IFNb_MOM1000_2h,IFNb_BAR1000_2h,4.734382779038424,2.1972271310348645e-06,9.423171,8.552406,0.0009228353950346431
277,hallmark_ifnb,Monocyte,IFNb_MOM1000_2h,IFNb_BMS1000_2h,0.9662651228578368,0.33391153344460633,9.423171,9.232867,1.0
278,hallmark_ifnb,Monocyte,IFNb_MOM1000_2h,IFNb_ABR1000_2h,-1.4980426909449631,0.13412215915204423,9.423171,9.765002,1.0
279,hallmark_ifnb,Monocyte,IFNb_Ctrl_2h,IFNb_DEU1000_2h,1.9523622695050518,0.050895209282889875,9.376615,9.019725,1.0
280,hallmark_ifnb,Monocyte,IFNb_Ctrl_2h,IFNb_RUX1000_2h,1.0479191364990312,0.29467586469143414,9.376615,9.2969265,1.0
281,hallmark_ifnb,Monocyte,IFNb_Ctrl_2h,IFNb_BAR1000_2h,5.0175279249667195,5.234059562765466e-07,9.376615,8.552406,0.00021983050163614954
282,hallmark_ifnb,Monocyte,IFNb_Ctrl_2h,IFNb_BMS1000_2h,0.9059365726615639,0.364969425177772,9.376615,9.232867,1.0
283,hallmark_ifnb,Monocyte,IFNb_Ctrl_2h,IFNb_ABR1000_2h,-1.8796618566045147,0.060154177166478084,9.376615,9.765002,1.0
284,hallmark_ifnb,Monocyte,IFNb_DEU1000_2h,IFNb_RUX1000_2h,-0.9226541341108226,0.35618747507055737,9.019725,9.2969265,1.0
285,hallmark_ifnb,Monocyte,IFNb_DEU1000_2h,IFNb_BAR1000_2h,2.1952534071899787,0.028145425128545738,9.019725,8.552406,1.0
286,hallmark_ifnb,Monocyte,IFNb_DEU1000_2h,IFNb_BMS1000_2h,-0.6105244137077733,0.5415144761022196,9.019725,9.232867,1.0
287,hallmark_ifnb,Monocyte,IFNb_DEU1000_2h,IFNb_ABR1000_2h,-3.367110303545838,0.0007596029922444163,9.019725,9.765002,0.3190332567426548
288,hallmark_ifnb,Monocyte,IFNb_RUX1000_2h,IFNb_BAR1000_2h,3.3283768112190066,0.0008735362791521144,9.2969265,8.552406,0.36688523724388805
289,hallmark_ifnb,Monocyte,IFNb_RUX1000_2h,IFNb_BMS1000_2h,0.10797187738237439,0.9140180003657776,9.2969265,9.232867,1.0
290,hallmark_ifnb,Monocyte,IFNb_RUX1000_2h,IFNb_ABR1000_2h,-2.5567076574452257,0.010566798046598904,9.2969265,9.765002,1.0
291,hallmark_ifnb,Monocyte,IFNb_BAR1000_2h,IFNb_BMS1000_2h,-2.4522093294265654,0.014198203843149059,8.552406,9.232867,1.0
292,hallmark_ifnb,Monocyte,IFNb_BAR1000_2h,IFNb_ABR1000_2h,-6.435867887152372,1.2276978481569382e-10,8.552406,9.765002,5.1563309622591404e-08
293,hallmark_ifnb,Monocyte,IFNb_BMS1000_2h,IFNb_ABR1000_2h,-2.101026621134149,0.03563862944193282,9.232867,9.765002,1.0
294,hallmark_ifnb,DC,IFNb_MOM1000_2h,IFNb_Ctrl_2h,-1.773480808245522,0.07614906926375363,7.734368,8.477854,1.0
295,hallmark_ifnb,DC,IFNb_MOM1000_2h,IFNb_DEU1000_2h,0.7365391514107098,0.46140265021523874,7.734368,7.137404,1.0
296,hallmark_ifnb,DC,IFNb_MOM1000_2h,IFNb_RUX1000_2h,-1.7731312643035835,0.07620695846098796,7.734368,9.407026,1.0
297,hallmark_ifnb,DC,IFNb_MOM1000_2h,IFNb_BAR1000_2h,0.0,1.0,7.734368,7.772178,1.0
298,hallmark_ifnb,DC,IFNb_MOM1000_2h,IFNb_BMS1000_2h,-2.119062988680167,0.034085144060183446,7.734368,9.18247,1.0
299,hallmark_ifnb,DC,IFNb_MOM1000_2h,IFNb_ABR1000_2h,-0.8882583458086336,0.3744018003656029,7.734368,8.011548,1.0
300,hallmark_ifnb,DC,IFNb_Ctrl_2h,IFNb_DEU1000_2h,1.9985212721284455,0.04566017608216322,8.477854,7.137404,1.0
301,hallmark_ifnb,DC,IFNb_Ctrl_2h,IFNb_RUX1000_2h,-0.4848903423123589,0.6277541334471541,8.477854,9.407026,1.0
302,hallmark_ifnb,DC,IFNb_Ctrl_2h,IFNb_BAR1000_2h,1.7114011349714142,0.0870070878231675,8.477854,7.772178,1.0
303,hallmark_ifnb,DC,IFNb_Ctrl_2h,IFNb_BMS1000_2h,-0.9663758859476869,0.3338561259656737,8.477854,9.18247,1.0
304,hallmark_ifnb,DC,IFNb_Ctrl_2h,IFNb_ABR1000_2h,1.1309919792566423,0.25805846733794535,8.477854,8.011548,1.0
305,hallmark_ifnb,DC,IFNb_DEU1000_2h,IFNb_RUX1000_2h,-2.2283212278321693,0.02585910176116335,7.137404,9.407026,1.0
306,hallmark_ifnb,DC,IFNb_DEU1000_2h,IFNb_BAR1000_2h,-0.7024614302753691,0.4823914469494096,7.137404,7.772178,1.0
307,hallmark_ifnb,DC,IFNb_DEU1000_2h,IFNb_BMS1000_2h,-2.034564693753361,0.04189469291632464,7.137404,9.18247,1.0
308,hallmark_ifnb,DC,IFNb_DEU1000_2h,IFNb_ABR1000_2h,-1.2330409089558223,0.2175605018382657,7.137404,8.011548,1.0
309,hallmark_ifnb,DC,IFNb_RUX1000_2h,IFNb_BAR1000_2h,1.7566431754461185,0.07897864885782434,9.407026,7.772178,1.0
310,hallmark_ifnb,DC,IFNb_RUX1000_2h,IFNb_BMS1000_2h,-0.4626890540881642,0.6435872652884003,9.407026,9.18247,1.0
311,hallmark_ifnb,DC,IFNb_RUX1000_2h,IFNb_ABR1000_2h,1.1850633603931708,0.2359923963130527,9.407026,8.011548,1.0
312,hallmark_ifnb,DC,IFNb_BAR1000_2h,IFNb_BMS1000_2h,-2.0892259008697134,0.03668739294990177,7.772178,9.18247,1.0
313,hallmark_ifnb,DC,IFNb_BAR1000_2h,IFNb_ABR1000_2h,-0.8866834614604778,0.3752493449474561,7.772178,8.011548,1.0
314,hallmark_ifnb,DC,IFNb_BMS1000_2h,IFNb_ABR1000_2h,1.8628401336301064,0.06248476164059239,9.18247,8.011548,1.0
315,hallmark_ifnb,Eosinophil,IFNb_MOM1000_2h,IFNb_Ctrl_2h,-2.1334338475231363,0.03288915292718413,8.05682,9.795041,1.0
316,hallmark_ifnb,Eosinophil,IFNb_MOM1000_2h,IFNb_DEU1000_2h,2.004704234130079,0.04499467560593977,8.05682,6.347937,1.0
317,hallmark_ifnb,Eosinophil,IFNb_MOM1000_2h,IFNb_RUX1000_2h,-0.21415319679029246,0.8304275928830299,8.05682,8.362092,1.0
318,hallmark_ifnb,Eosinophil,IFNb_MOM1000_2h,IFNb_BAR1000_2h,1.467573418650813,0.14222013276795564,8.05682,6.582158,1.0
319,hallmark_ifnb,Eosinophil,IFNb_MOM1000_2h,IFNb_BMS1000_2h,-1.274053086651272,0.20264460290414188,8.05682,10.033578,1.0
320,hallmark_ifnb,Eosinophil,IFNb_MOM1000_2h,IFNb_ABR1000_2h,-1.5498989541740722,0.12116577072061491,8.05682,9.128405,1.0
321,hallmark_ifnb,Eosinophil,IFNb_Ctrl_2h,IFNb_DEU1000_2h,3.741544747860709,0.00018289260368491758,9.795041,6.347937,0.07681489354766538
322,hallmark_ifnb,Eosinophil,IFNb_Ctrl_2h,IFNb_RUX1000_2h,1.2421207861415586,0.2141920004177903,9.795041,8.362092,1.0
323,hallmark_ifnb,Eosinophil,IFNb_Ctrl_2h,IFNb_BAR1000_2h,4.188416460636306,2.8090767669120855e-05,9.795041,6.582158,0.011798122421030758
324,hallmark_ifnb,Eosinophil,IFNb_Ctrl_2h,IFNb_BMS1000_2h,-0.2544997129391506,0.799109525834228,9.795041,10.033578,1.0
325,hallmark_ifnb,Eosinophil,IFNb_Ctrl_2h,IFNb_ABR1000_2h,0.9390137943505893,0.347723662024336,9.795041,9.128405,1.0
326,hallmark_ifnb,Eosinophil,IFNb_DEU1000_2h,IFNb_RUX1000_2h,-1.7955960965129103,0.07255877715559718,6.347937,8.362092,1.0
327,hallmark_ifnb,Eosinophil,IFNb_DEU1000_2h,IFNb_BAR1000_2h,-0.9867967802605516,0.3237422734761607,6.347937,6.582158,1.0
328,hallmark_ifnb,Eosinophil,IFNb_DEU1000_2h,IFNb_BMS1000_2h,-2.2991296623071635,0.021497577599390163,6.347937,10.033578,1.0
329,hallmark_ifnb,Eosinophil,IFNb_DEU1000_2h,IFNb_ABR1000_2h,-3.3563923625820626,0.0007896645222844447,6.347937,9.128405,0.33165909935946675
330,hallmark_ifnb,Eosinophil,IFNb_RUX1000_2h,IFNb_BAR1000_2h,1.4516542364770062,0.14659776997887025,8.362092,6.582158,1.0
331,hallmark_ifnb,Eosinophil,IFNb_RUX1000_2h,IFNb_BMS1000_2h,-0.7702350498942265,0.4411604761717718,8.362092,10.033578,1.0
332,hallmark_ifnb,Eosinophil,IFNb_RUX1000_2h,IFNb_ABR1000_2h,-0.9238417648912487,0.3555687067568962,8.362092,9.128405,1.0
333,hallmark_ifnb,Eosinophil,IFNb_BAR1000_2h,IFNb_BMS1000_2h,-2.446989446838947,0.014405505690545056,6.582158,10.033578,1.0
334,hallmark_ifnb,Eosinophil,IFNb_BAR1000_2h,IFNb_ABR1000_2h,-3.398121352682478,0.0006785031568481686,6.582158,9.128405,0.2849713258762308
335,hallmark_ifnb,Eosinophil,IFNb_BMS1000_2h,IFNb_ABR1000_2h,0.7885627860183377,0.4303675885428271,10.033578,9.128405,1.0
336,hallmark_ifnb,NK,IFNb_MOM1000_2h,IFNb_Ctrl_2h,-4.0762117965887805,4.577532819155483e-05,8.739775,10.071023,0.01922563784045303
337,hallmark_ifnb,NK,IFNb_MOM1000_2h,IFNb_DEU1000_2h,9.49823424027553,2.1347936070147643e-21,8.739775,5.4290853,8.966133149462011e-19
338,hallmark_ifnb,NK,IFNb_MOM1000_2h,IFNb_RUX1000_2h,-1.5579060877453972,0.11925551189281289,8.739775,9.584798,1.0
339,hallmark_ifnb,NK,IFNb_MOM1000_2h,IFNb_BAR1000_2h,3.4546963886974655,0.0005509128253726533,8.739775,7.5788274,0.2313833866565144
340,hallmark_ifnb,NK,IFNb_MOM1000_2h,IFNb_BMS1000_2h,2.426109597732364,0.015261660617973146,8.739775,6.978028,1.0
341,hallmark_ifnb,NK,IFNb_MOM1000_2h,IFNb_ABR1000_2h,0.4019411707048192,0.6877273221953984,8.739775,8.651986,1.0
342,hallmark_ifnb,NK,IFNb_Ctrl_2h,IFNb_DEU1000_2h,12.725594379230419,4.26219000520694e-37,10.071023,5.4290853,1.7901198021869149e-34
343,hallmark_ifnb,NK,IFNb_Ctrl_2h,IFNb_RUX1000_2h,0.9348258460512133,0.34987805743287725,10.071023,9.584798,1.0
